"","folio","fecha_creacion","hora_creacion","dia_semana","fecha_cierre","hora_cierre","incidente_c4","delegacion_inicio","latitud","longitud","codigo_cierre","clas_con_f_alarma","tipo_entrada","delegacion_cierre","ano","mes"
"1522","C5/210205/02194","05/02/2021",11:57:33,"Viernes","05/02/2021",13:05:58,"accidente-choque sin lesionados","COYOACAN",19.34764002,-99.17357004,"A","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"1523","C5/210205/02197","05/02/2021",11:57:08,"Viernes","05/02/2021",12:03:01,"accidente-vehículo atrapado-varado","COYOACAN",19.34951004,-99.17334,"D","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"1524","C5/210205/02198","05/02/2021",11:58:00,"Viernes","05/02/2021",12:13:00,"accidente-choque con lesionados","ALVARO OBREGON",19.34753004,-99.18240984,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1525","C5/210205/02206","05/02/2021",11:59:19,"Viernes","05/02/2021",14:19:03,"accidente-motociclista","GUSTAVO A. MADERO",19.46610999,-99.11898,"A","URGENCIAS MEDICAS","RADIO","GUSTAVO A. MADERO",2021,2
"1526","C5/210205/02277","05/02/2021",12:11:14,"Viernes","05/02/2021",12:59:20,"accidente-choque sin lesionados","TLAHUAC",19.26689004,-98.99921016,"N","EMERGENCIA","LLAMADA DEL 911","TLAHUAC",2021,2
"1527","C5/210205/00757","05/02/2021",04:19:12,"Viernes","05/02/2021",05:21:38,"accidente-choque sin lesionados","IZTACALCO",19.38966003,-99.10811016,"A","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1528","C5/210205/05342","05/02/2021",20:37:03,"Viernes","05/02/2021",20:43:21,"accidente-ciclista","VENUSTIANO CARRANZA",19.43391996,-99.12435984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1529","C5/210205/05345","05/02/2021",20:37:23,"Viernes","05/02/2021",20:39:34,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.39933998,-99.17732988,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1530","C5/210205/05347","05/02/2021",20:38:09,"Viernes","05/02/2021",20:39:49,"accidente-choque sin lesionados","IZTACALCO",19.40885001,-99.07656012,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1531","C5/210205/05380","05/02/2021",20:42:25,"Viernes","05/02/2021",20:44:47,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.44358002,-99.18298008,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1532","C5/210205/03438","05/02/2021",15:45:45,"Viernes","05/02/2021",17:37:31,"accidente-choque con lesionados","CUAUHTEMOC",19.45695996,-99.12800016,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1533","C5/210205/03442","05/02/2021",15:46:35,"Viernes","05/02/2021",15:49:10,"accidente-choque con lesionados","CUAUHTEMOC",19.45695996,-99.12800016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1534","C5/210205/03466","05/02/2021",15:51:45,"Viernes","05/02/2021",15:59:00,"lesionado-atropellado","GUSTAVO A. MADERO",19.47374001,-99.12291012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1535","C5/210205/03467","05/02/2021",15:51:37,"Viernes","05/02/2021",18:16:33,"lesionado-atropellado","GUSTAVO A. MADERO",19.47374001,-99.12291012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1536","C5/210205/03468","05/02/2021",15:49:23,"Viernes","05/02/2021",17:30:26,"accidente-choque sin lesionados","BENITO JUAREZ",19.38903003,-99.15433992,"N","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1537","C5/210205/03493","05/02/2021",15:54:13,"Viernes","05/02/2021",17:02:57,"accidente-choque con lesionados","COYOACAN",19.30806999,-99.14208012,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1538","C5/210205/03524","05/02/2021",16:01:45,"Viernes","05/02/2021",16:04:26,"lesionado-atropellado","GUSTAVO A. MADERO",19.47374001,-99.12291012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1539","C5/210205/03543","05/02/2021",16:04:51,"Viernes","05/02/2021",17:36:17,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.52173998,-99.14871996,"A","URGENCIAS MEDICAS","RADIO","GUSTAVO A. MADERO",2021,2
"1540","C5/210205/03648","05/02/2021",16:18:17,"Viernes","05/02/2021",16:20:28,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.44441999,-99.21787992,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1541","C5/210204/04703","04/02/2021",20:02:55,"Jueves","05/02/2021",01:22:24,"accidente-choque con lesionados","IZTACALCO",19.39357998,-99.09331992,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1542","C5/210204/04820","04/02/2021",20:20:27,"Jueves","05/02/2021",00:26:03,"accidente-choque sin lesionados","IZTAPALAPA",19.35767997,-98.99488008,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1543","GA/210205/03473","05/02/2021",15:52:07,"Viernes","05/02/2021",15:59:00,"lesionado-atropellado","GUSTAVO A. MADERO",19.47363621,-99.12285496,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","GUSTAVO A. MADERO",2021,2
"1544","GA/210205/04418","05/02/2021",18:18:57,"Viernes","05/02/2021",18:21:27,"accidente-choque con lesionados","IZTACALCO",19.397329,-99.072556,"D","URGENCIAS MEDICAS","BOTÓN DE AUXILIO","IZTACALCO",2021,2
"1545","C5/210205/05103","05/02/2021",20:00:08,"Viernes","05/02/2021",20:44:49,"accidente-choque sin lesionados","CUAUHTEMOC",19.40162004,-99.16529004,"A","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1546","C5/210205/05122","05/02/2021",20:04:06,"Viernes","05/02/2021",21:10:50,"accidente-choque con lesionados","COYOACAN",19.31894001,-99.16355016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1547","C5/210205/05109","05/02/2021",20:01:33,"Viernes","05/02/2021",20:08:30,"accidente-choque con lesionados","COYOACAN",19.31914998,-99.16381008,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1548","C5/210205/05110","05/02/2021",20:00:52,"Viernes","05/02/2021",21:18:36,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.52901,-99.14211,"N","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1549","C5/210205/05126","05/02/2021",20:04:45,"Viernes","05/02/2021",20:05:53,"accidente-choque con lesionados","COYOACAN",19.31894001,-99.16355016,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","COYOACAN",2021,2
"1550","C5/210205/05132","05/02/2021",20:04:29,"Viernes","05/02/2021",20:51:39,"accidente-choque sin lesionados","ALVARO OBREGON",19.37251998,-99.19197,"N","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1551","C5/210205/05138","05/02/2021",20:07:44,"Viernes","05/02/2021",21:00:30,"accidente-choque con lesionados","TLAHUAC",19.304363,-99.059172,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"1552","C5/210205/05143","05/02/2021",20:09:11,"Viernes","05/02/2021",21:35:31,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.47524004,-99.09974016,"A","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1553","C5/210205/05146","05/02/2021",20:09:44,"Viernes","05/02/2021",20:36:53,"lesionado-atropellado","MILPA ALTA",19.20330999,-99.04651992,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MILPA ALTA",2021,2
"1554","C5/210205/05151","05/02/2021",20:10:06,"Viernes","05/02/2021",20:21:43,"accidente-choque con lesionados","MIGUEL HIDALGO",19.45641996,-99.18059004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1555","C5/210205/05152","05/02/2021",20:09:33,"Viernes","05/02/2021",21:54:32,"accidente-choque sin lesionados","BENITO JUAREZ",19.36866,-99.180542,"N","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1556","C5/210205/05153","05/02/2021",20:09:41,"Viernes","05/02/2021",20:16:31,"lesionado-atropellado","MILPA ALTA",19.20330999,-99.04651992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MILPA ALTA",2021,2
"1557","C5/210205/05161","05/02/2021",20:10:40,"Viernes","05/02/2021",20:14:20,"accidente-choque sin lesionados","ALVARO OBREGON",19.37251998,-99.19197,"D","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1558","C5/210205/05165","05/02/2021",20:12:32,"Viernes","05/02/2021",20:15:30,"accidente-choque sin lesionados","XOCHIMILCO",19.25319996,-99.05619996,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1559","C5/210205/05167","05/02/2021",20:12:33,"Viernes","05/02/2021",20:16:02,"accidente-choque sin lesionados","IZTAPALAPA",19.37174004,-99.1026,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1560","C5/210205/05169","05/02/2021",20:12:57,"Viernes","05/02/2021",20:20:13,"accidente-choque con lesionados","TLAHUAC",19.30456998,-99.06057,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","TLAHUAC",2021,2
"1561","C5/210205/05176","05/02/2021",20:13:35,"Viernes","05/02/2021",20:20:20,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.40003001,-99.18497988,"D","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1562","C5/210205/05184","05/02/2021",20:14:45,"Viernes","05/02/2021",20:17:19,"lesionado-atropellado","MILPA ALTA",19.20339999,-99.04669992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MILPA ALTA",2021,2
"1563","C5/210205/05206","05/02/2021",20:17:49,"Viernes","05/02/2021",21:48:02,"accidente-choque sin lesionados","COYOACAN",19.34468001,-99.16511004,"A","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"1564","C5/210205/05211","05/02/2021",20:13:09,"Viernes","05/02/2021",20:35:44,"accidente-choque sin lesionados","IZTAPALAPA",19.33662996,-99.06450984,"N","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1565","C5/210205/05223","05/02/2021",20:17:39,"Viernes","05/02/2021",20:34:38,"lesionado-atropellado","MILPA ALTA",19.20886002,-99.04712004,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MILPA ALTA",2021,2
"1566","C5/210205/05236","05/02/2021",20:21:32,"Viernes","05/02/2021",20:24:39,"accidente-choque con lesionados","IZTACALCO",19.40897997,-99.0765,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1567","C5/210205/04721","05/02/2021",19:09:33,"Viernes","05/02/2021",21:46:17,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.41156,-99.08106012,"A","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1568","C5/210205/04756","05/02/2021",19:14:10,"Viernes","05/02/2021",20:51:58,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.48161996,-99.07682004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1569","C5/210205/04773","05/02/2021",19:12:09,"Viernes","05/02/2021",20:50:47,"accidente-choque con lesionados","IZTACALCO",19.40885001,-99.07656012,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1570","C5/210205/04777","05/02/2021",19:16:09,"Viernes","05/02/2021",19:30:47,"accidente-choque sin lesionados","XOCHIMILCO",19.25319996,-99.05619996,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1571","C5/210205/04810","05/02/2021",19:20:36,"Viernes","05/02/2021",21:47:50,"lesionado-atropellado","MIGUEL HIDALGO",19.44689004,-99.18144,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1572","C5/210205/04811","05/02/2021",19:21:30,"Viernes","05/02/2021",19:24:39,"lesionado-atropellado","MIGUEL HIDALGO",19.44533997,-99.18168984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1573","C5/210205/04812","05/02/2021",19:20:45,"Viernes","05/02/2021",19:37:31,"accidente-choque sin lesionados","COYOACAN",19.31123997,-99.16317,"N","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"1574","C5/210205/04815","05/02/2021",19:20:24,"Viernes","05/02/2021",19:31:11,"lesionado-atropellado","MIGUEL HIDALGO",19.44533997,-99.18168984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1575","C5/210205/04816","05/02/2021",19:18:55,"Viernes","05/02/2021",19:25:07,"accidente-choque sin lesionados","IZTAPALAPA",19.36837998,-99.10037988,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1576","C5/210205/04830","05/02/2021",19:21:54,"Viernes","05/02/2021",20:03:16,"accidente-choque sin lesionados","CUAUHTEMOC",19.41863004,-99.14055984,"N","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1577","C5/210205/04840","05/02/2021",19:21:47,"Viernes","05/02/2021",20:16:48,"accidente-choque sin lesionados","TLALPAN",19.26966996,-99.17755992,"A","EMERGENCIA","LLAMADA DEL 911","TLALPAN",2021,2
"1578","C5/210205/04843","05/02/2021",19:24:03,"Viernes","05/02/2021",21:29:21,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.45932003,-99.10310004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1579","C5/210205/04844","05/02/2021",19:24:00,"Viernes","05/02/2021",21:25:52,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.39985001,-99.18500004,"N","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1580","C5/210205/04845","05/02/2021",19:25:00,"Viernes","05/02/2021",19:32:42,"accidente-choque sin lesionados","GUSTAVO A. MADERO",19.45932003,-99.10310004,"D","EMERGENCIA","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1581","C5/210205/04846","05/02/2021",19:25:06,"Viernes","05/02/2021",19:30:14,"accidente-choque sin lesionados","XOCHIMILCO",19.25333001,-99.05005008,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1582","C5/210205/04851","05/02/2021",19:26:05,"Viernes","05/02/2021",19:30:07,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.48161996,-99.07682004,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1583","C5/210205/04858","05/02/2021",19:26:53,"Viernes","05/02/2021",21:18:57,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.41441003,-99.07355016,"N","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1584","C5/210205/04860","05/02/2021",19:28:23,"Viernes","05/02/2021",19:31:34,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.45932003,-99.10310004,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1585","C5/210205/04870","05/02/2021",19:29:42,"Viernes","05/02/2021",19:31:53,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.45728,-99.10393992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1586","C5/210205/00890","05/02/2021",05:46:07,"Viernes","05/02/2021",08:26:02,"accidente-choque sin lesionados","IZTAPALAPA",19.38306996,-99.07611984,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1587","C5/210205/00902","05/02/2021",05:51:08,"Viernes","05/02/2021",06:59:53,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42233003,-99.12056004,"A","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1588","C5/210205/00912","05/02/2021",05:55:17,"Viernes","05/02/2021",06:00:34,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42090002,-99.11630988,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1589","C5/210205/00927","05/02/2021",06:05:17,"Viernes","05/02/2021",06:13:38,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.42233003,-99.12056004,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1590","C5/210205/00928","05/02/2021",06:07:16,"Viernes","05/02/2021",07:01:46,"accidente-motociclista","IZTAPALAPA",19.35660996,-99.00453996,"A","URGENCIAS MEDICAS","RADIO","IZTAPALAPA",2021,2
"1591","C5/210205/00945","05/02/2021",06:15:17,"Viernes","05/02/2021",07:31:13,"accidente-choque con lesionados","IZTACALCO",19.40786001,-99.07455996,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1592","C5/210205/00955","05/02/2021",06:22:19,"Viernes","05/02/2021",06:29:04,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.51791003,-99.15604992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1593","C5/210205/00951","05/02/2021",06:19:42,"Viernes","05/02/2021",06:28:30,"accidente-motociclista","GUSTAVO A. MADERO",19.51791003,-99.15604992,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1594","C5/210205/00952","05/02/2021",06:19:40,"Viernes","05/02/2021",07:31:57,"accidente-choque con lesionados","GUSTAVO A. MADERO",19.51803999,-99.15612012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
"1595","C5/210205/00971","05/02/2021",06:28:59,"Viernes","05/02/2021",06:35:09,"accidente-choque con lesionados","IZTACALCO",19.407679,-99.074132,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1596","C5/210205/00983","05/02/2021",06:34:09,"Viernes","05/02/2021",10:09:41,"accidente-choque con lesionados","XOCHIMILCO",19.23728004,-99.09933012,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1597","C5/210205/00986","05/02/2021",06:34:33,"Viernes","05/02/2021",07:12:25,"accidente-choque con lesionados","XOCHIMILCO",19.24221996,-99.09425988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1598","C5/210205/01008","05/02/2021",06:43:46,"Viernes","05/02/2021",07:03:39,"accidente-ferroviario","XOCHIMILCO",19.269447,-99.12849,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1599","C5/210205/01011","05/02/2021",06:47:24,"Viernes","05/02/2021",17:26:15,"accidente-choque sin lesionados","IZTAPALAPA",19.34246997,-99.04763988,"A","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1600","C5/210205/01036","05/02/2021",06:57:53,"Viernes","05/02/2021",12:58:35,"accidente-choque sin lesionados","ALVARO OBREGON",19.40144004,-99.19335996,"A","EMERGENCIA","RADIO","MIGUEL HIDALGO",2021,2
"1601","C5/210205/01041","05/02/2021",07:00:17,"Viernes","05/02/2021",07:02:16,"accidente-choque sin lesionados","IZTAPALAPA",19.34247996,-99.04752,"D","EMERGENCIA","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1602","C5/210205/02374","05/02/2021",12:33:14,"Viernes","05/02/2021",13:19:29,"accidente-motociclista","COYOACAN",19.349305,-99.179935,"A","URGENCIAS MEDICAS","REDES","COYOACAN",2021,2
"1603","C5/210205/02397","05/02/2021",12:39:23,"Viernes","05/02/2021",12:58:45,"lesionado-atropellado","MIGUEL HIDALGO",19.44513999,-99.17997984,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1604","C5/210205/02410","05/02/2021",12:41:25,"Viernes","05/02/2021",16:41:57,"lesionado-atropellado","CUAUHTEMOC",19.42532001,-99.14744988,"A","URGENCIAS MEDICAS","RADIO","CUAUHTEMOC",2021,2
"1605","C5/210205/02432","05/02/2021",12:44:40,"Viernes","05/02/2021",12:59:09,"accidente-choque con lesionados","IZTAPALAPA",19.35054999,-99.04074012,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTAPALAPA",2021,2
"1606","C5/210205/05401","05/02/2021",20:45:21,"Viernes","05/02/2021",20:52:33,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44446004,-99.08857008,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1607","C5/210205/05407","05/02/2021",20:45:52,"Viernes","05/02/2021",20:52:26,"accidente-choque sin lesionados","XOCHIMILCO",19.25354997,-99.06215004,"D","EMERGENCIA","LLAMADA DEL 911","XOCHIMILCO",2021,2
"1608","C5/210205/05412","05/02/2021",20:46:54,"Viernes","05/02/2021",20:52:07,"accidente-choque sin lesionados","VENUSTIANO CARRANZA",19.44446004,-99.08857008,"D","EMERGENCIA","LLAMADA DEL 911","VENUSTIANO CARRANZA",2021,2
"1609","C5/210205/05420","05/02/2021",20:48:25,"Viernes","05/02/2021",21:28:34,"accidente-choque sin lesionados","COYOACAN",19.3059,-99.20571984,"N","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1610","C5/210205/05470","05/02/2021",20:55:40,"Viernes","05/02/2021",21:16:26,"accidente-choque sin lesionados","MIGUEL HIDALGO",19.387888,-99.241583,"N","EMERGENCIA","LLAMADA DEL 911","MIGUEL HIDALGO",2021,2
"1611","C5/210205/05453","05/02/2021",20:54:10,"Viernes","05/02/2021",20:55:03,"accidente-choque sin lesionados","COYOACAN",19.30547997,-99.20337984,"D","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"1612","C5/210205/05482","05/02/2021",20:56:48,"Viernes","05/02/2021",20:59:18,"accidente-choque sin lesionados","COYOACAN",19.305443,-99.203171,"D","EMERGENCIA","LLAMADA DEL 911","COYOACAN",2021,2
"1613","C5/210205/05516","05/02/2021",21:01:13,"Viernes","05/02/2021",21:08:15,"accidente-choque con lesionados","IZTACALCO",19.40841999,-99.07683984,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1614","C5/210205/05533","05/02/2021",21:01:46,"Viernes","05/02/2021",21:21:54,"accidente-choque sin lesionados","CUAUHTEMOC",19.42711002,-99.14887008,"N","EMERGENCIA","LLAMADA DEL 911","CUAUHTEMOC",2021,2
"1615","C5/210205/05557","05/02/2021",21:05:26,"Viernes","05/02/2021",21:08:25,"accidente-choque sin lesionados","IZTACALCO",19.40897997,-99.0765,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1616","C5/210205/05573","05/02/2021",21:07:27,"Viernes","05/02/2021",21:09:20,"accidente-choque sin lesionados","COYOACAN",19.30517001,-99.20216016,"D","EMERGENCIA","LLAMADA APP911","COYOACAN",2021,2
"1617","C5/210205/05575","05/02/2021",21:07:46,"Viernes","05/02/2021",21:32:21,"accidente-choque sin lesionados","ALVARO OBREGON",19.35594999,-99.19896984,"N","EMERGENCIA","LLAMADA DEL 911","ALVARO OBREGON",2021,2
"1618","C5/210205/05586","05/02/2021",21:08:50,"Viernes","05/02/2021",21:55:08,"lesionado-atropellado","TLALPAN",19.29035997,-99.16205004,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","TLALPAN",2021,2
"1619","C5/210205/05606","05/02/2021",21:10:43,"Viernes","05/02/2021",21:48:59,"accidente-choque sin lesionados","BENITO JUAREZ",19.40383998,-99.15307992,"N","EMERGENCIA","LLAMADA DEL 911","BENITO JUAREZ",2021,2
"1620","C5/210205/05626","05/02/2021",21:13:50,"Viernes","05/02/2021",21:37:01,"accidente-choque sin lesionados","CUAJIMALPA",19.38267999,-99.27865008,"N","EMERGENCIA","LLAMADA DEL 911","CUAJIMALPA",2021,2
"1621","C5/210205/05643","05/02/2021",21:09:37,"Viernes","05/02/2021",21:22:25,"lesionado-atropellado","MILPA ALTA",19.20347001,-99.04871988,"N","URGENCIAS MEDICAS","LLAMADA DEL 911","MILPA ALTA",2021,2
"1622","C5/210205/05660","05/02/2021",21:19:47,"Viernes","05/02/2021",21:28:39,"accidente-choque sin lesionados","IZTACALCO",19.40897997,-99.0765,"D","EMERGENCIA","LLAMADA DEL 911","IZTACALCO",2021,2
"1623","C5/210205/05659","05/02/2021",21:19:27,"Viernes","05/02/2021",21:35:50,"lesionado-atropellado","IZTACALCO",19.39417002,-99.07076988,"D","URGENCIAS MEDICAS","LLAMADA DEL 911","IZTACALCO",2021,2
"1624","C5/210205/05678","05/02/2021",21:22:00,"Viernes","05/02/2021",23:17:49,"accidente-ciclista","GUSTAVO A. MADERO",19.46350998,-99.12750984,"A","URGENCIAS MEDICAS","LLAMADA DEL 911","GUSTAVO A. MADERO",2021,2
